country,director,genre,name,score,star,writer,success
USA,Aleksander Bach,Action,Hitman: Agent 47,5.7,Rupert Friend,Skip Woods,Flop
USA,Ari Sandel,Comedy,The DUFF,6.5,Mae Whitman,Josh A. Cagan,Average
USA,Joel Edgerton,Drama,The Gift,7.1,Jason Bateman,Joel Edgerton,Hit
USA,Genndy Tartakovsky,Animation,Hotel Transylvania 2,6.7,Adam Sandler,Robert Smigel,Average
USA,Sean Anders,Comedy,Daddy's Home,6.1,Will Ferrell,Brian Burns,Average
USA,Kyle Patrick Alvarez,Biography,The Stanford Prison Experiment,6.9,Ezra Miller,Tim Talbott,Average
USA,Steven Spielberg,Drama,Bridge of Spies,7.6,Tom Hanks,Matt Charman,Hit
USA,John Francis Daley,Adventure,Vacation,6.1,Ed Helms,Jonathan Goldstein,Average
USA,Breck Eisner,Action,The Last Witch Hunter,6,Vin Diesel,Cory Goodman,Average
USA,Josh Trank,Action,Fantastic Four,4.3,Miles Teller,Jeremy Slater,Flop
USA,Glenn Ficarra,Comedy,Focus,6.6,Will Smith,Glenn Ficarra,Average
USA,Nancy Meyers,Comedy,The Intern,7.1,Robert De Niro,Nancy Meyers,Hit
USA,Kyle Balda,Animation,Minions,6.4,Sandra Bullock,Brian Lynch,Average
USA,Cameron Crowe,Comedy,Aloha,5.4,Bradley Cooper,Cameron Crowe,Flop
USA,Jean-Marc VallÃ©e,Comedy,Demolition,7,Jake Gyllenhaal,Bryan Sipe,Hit
USA,Gregory Jacobs,Comedy,Magic Mike XXL,5.6,Channing Tatum,Reid Carolin,Flop
USA,Jeremy Saulnier,Crime,Green Room,7,Anton Yelchin,Jeremy Saulnier,Hit
USA,George Tillman Jr.,Drama,The Longest Ride,7.1,Scott Eastwood,Nicholas Sparks,Hit
USA,Ron Howard,Action,In the Heart of the Sea,6.9,Chris Hemsworth,Charles Leavitt,Average
USA,David O. Russell,Biography,Joy,6.6,Jennifer Lawrence,David O. Russell,Average
USA,Chris Columbus,Action,Pixels,5.6,Adam Sandler,Tim Herlihy,Flop
USA,Jake Schreier,Drama,Paper Towns,6.3,Nat Wolff,Scott Neustadter,Average
USA,Etan Cohen,Comedy,Get Hard,6,Will Ferrell,Jay Martel,Average
USA,Seth MacFarlane,Comedy,Ted 2,6.3,Mark Wahlberg,Seth MacFarlane,Average
USA,Marielle Heller,Drama,The Diary of a Teenage Girl,6.9,Bel Powley,Phoebe Gloeckner,Average
USA,Rob Letterman,Adventure,Goosebumps,6.3,Jack Black,Darren Lemke,Average
USA,Christopher Landon,Action,Scouts Guide to the Zombie Apocalypse,6.3,Tye Sheridan,Carrie Lee Wilson,Average
USA,Joe Wright,Adventure,Pan,5.8,Levi Miller,Jason Fuchs,Flop
USA,Terrence Malick,Drama,Knight of Cups,5.7,Christian Bale,Terrence Malick,Flop
USA,John Erick Dowdle,Action,No Escape,6.8,Lake Bell,John Erick Dowdle,Average
USA,Tarsem Singh,Action,Self/less,6.5,Ryan Reynolds,Ãlex Pastor,Average
USA,Paco Cabezas,Action,Mr. Right,6.3,Anna Kendrick,Max Landis,Average
USA,Leslye Headland,Comedy,Sleeping with Other People,6.5,Jason Sudeikis,Leslye Headland,Average
USA,Billy Ray,Crime,Secret in Their Eyes,6.2,Chiwetel Ejiofor,Billy Ray,Average
USA,Jonathan Levine,Adventure,The Night Before,6.4,Joseph Gordon-Levitt,Jonathan Levine,Average
USA,Peter Sohn,Animation,The Good Dinosaur,6.7,Jeffrey Wright,Bob Peterson,Average
USA,Tim Johnson,Animation,Home,6.7,Jim Parsons,Tom J. Astle,Average
USA,Robert Zemeckis,Adventure,The Walk,7.3,Joseph Gordon-Levitt,Robert Zemeckis,Hit
USA,Paul McGuigan,Drama,Victor Frankenstein,6,Daniel Radcliffe,Max Landis,Average
USA,Michael Dougherty,Comedy,Krampus,6.2,Adam Scott,Todd Casey,Average
USA,Alfonso Gomez-Rejon,Comedy,Me and Earl and the Dying Girl,7.8,Thomas Mann,Jesse Andrews,Hit
USA,Gavin O'Connor,Action,Jane Got a Gun,5.9,Natalie Portman,Brian Duffield,Flop
USA,Doug Ellin,Comedy,Entourage,6.6,Adrian Grenier,Doug Ellin,Average
USA,Rick Famuyiwa,Comedy,Dope,7.3,Shameik Moore,Rick Famuyiwa,Hit
USA,Jaume Collet-Serra,Action,Run All Night,6.6,Liam Neeson,Brad Ingelsby,Average
USA,Rupert Goold,Crime,True Story,6.3,James Franco,Rupert Goold,Average
USA,Drake Doremus,Drama,Equals,6,Nicholas Hoult,Nathan Parker,Average
USA,Jeremy Garelick,Comedy,The Wedding Ringer,6.7,Kevin Hart,Jeremy Garelick,Average
USA,Cary Fukunaga,Drama,Beasts of No Nation,7.8,Abraham Attah,Cary Fukunaga,Hit
USA,Jason Moore,Comedy,Sisters,6,Amy Poehler,Paula Pell,Average
USA,Nima Nourizadeh,Action,American Ultra,6.1,Jesse Eisenberg,Max Landis,Average
USA,Duke Johnson,Animation,Anomalisa,7.2,David Thewlis,Charlie Kaufman,Hit
USA,Dean Israelite,Sci-Fi,Project Almanac,6.4,Amy Landecker,Jason Pagan,Average
USA,Woody Allen,Comedy,Irrational Man,6.6,Joaquin Phoenix,Woody Allen,Average
USA,Pierre Morel,Action,The Gunman,5.8,Sean Penn,Jean-Patrick Manchette,Flop
USA,Rob Cohen,Mystery,The Boy Next Door,4.7,Jennifer Lopez,Barbara Curry,Flop
USA,Jay Roach,Biography,Trumbo,7.5,Bryan Cranston,John McNamara,Hit
USA,CiarÃ¡n Foy,Horror,Sinister 2,5.3,James Ransone,Scott Derrickson,Flop
USA,Bryan Buckley,Comedy,The Bronze,6,Melissa Rauch,Melissa Rauch,Average
USA,Gil Kenan,Horror,Poltergeist,4.9,Sam Rockwell,David Lindsay-Abaire,Flop
USA,Ken Kwapis,Adventure,A Walk in the Woods,6.3,Robert Redford,Michael Arndt,Average
USA,Paul Tibbitt,Animation,The SpongeBob Movie: Sponge Out of Water,6,Tom Kenny,Glenn Berger,Average
USA,Gus Van Sant,Drama,The Sea of Trees,5.9,Matthew McConaughey,Chris Sparling,Flop
USA,Sean Baker,Comedy,Tangerine,7,Kitana Kiki Rodriguez,Sean Baker,Hit
USA,Michael Mann,Crime,Blackhat,5.4,Chris Hemsworth,Morgan Davis Foehl,Flop
USA,Walt Becker,Animation,Alvin and the Chipmunks: The Road Chip,5.1,Jason Lee,Ross Bagdasarian,Flop
USA,Daniel Alfredson,Thriller,Blackway,5.2,Anthony Hopkins,Castle Freeman Jr.,Flop
USA,Patrick Brice,Comedy,The Overnight,6.1,Adam Scott,Patrick Brice,Average
USA,Michael Showalter,Comedy,"Hello, My Name Is Doris",6.7,Sally Field,Laura Terruso,Average
USA,Anne Fletcher,Action,Hot Pursuit,5.1,Reese Witherspoon,David Feeney,Flop
USA,David Gordon Green,Comedy,Our Brand Is Crisis,6.1,Sandra Bullock,Peter Straughan,Average
USA,Henry Hobson,Drama,Maggie,5.6,Arnold Schwarzenegger,John Scott 3,Flop
USA,Alex Kendrick,Drama,War Room,6.4,Priscilla C. Shirer,Alex Kendrick,Average
USA,Noah Baumbach,Comedy,Mistress America,6.7,Greta Gerwig,Noah Baumbach,Average
USA,Jonathan Demme,Comedy,Ricki and the Flash,6,Meryl Streep,Diablo Cody,Average
USA,Jon M. Chu,Adventure,Jem and the Holograms,4.1,Aubrey Peeples,Ryan Landels,Flop
USA,Boaz Yakin,Adventure,Max,6.8,Thomas Haden Church,Boaz Yakin,Average
USA,David Gelb,Horror,The Lazarus Effect,5.2,Olivia Wilde,Luke Dawson,Flop
USA,Rebecca Miller,Comedy,Maggie's Plan,6.2,Greta Gerwig,Rebecca Miller,Average
USA,Niki Caro,Biography,"McFarland, USA",7.4,Kevin Costner,Christopher Cleveland,Hit
USA,Trey Edward Shults,Drama,Krisha,7.1,Krisha Fairchild,Trey Edward Shults,Hit
USA,Marya Cohn,Drama,The Girl in the Book,6.2,Emily VanCamp,Marya Cohn,Average
USA,Jessie Nelson,Comedy,Love the Coopers,5.7,Steve Martin,Steven Rogers,Flop
USA,Mary Agnes Donoghue,Comedy,Jenny's Wedding,5.5,Katherine Heigl,Mary Agnes Donoghue,Flop
USA,Steve Martino,Animation,The Peanuts Movie,7.1,Noah Schnapp,Craig Schulz,Hit
USA,Jacob Gentry,Drama,Synchronicity,5.5,Chad McKnight,Jacob Gentry,Flop
USA,Dan Fogelman,Comedy,Danny Collins,7,Al Pacino,Dan Fogelman,Hit
USA,David M. Rosenthal,Drama,The Perfect Guy,5.6,Sanaa Lathan,Alan B. McElroy,Flop
USA,Gary Rydstrom,Animation,Strange Magic,5.8,Evan Rachel Wood,David Berenbaum,Flop
USA,Jason Bateman,Comedy,The Family Fang,6.1,Jason Bateman,Kevin Wilson,Average
USA,Marc Abraham,Biography,I Saw the Light,5.7,Tom Hiddleston,Marc Abraham,Flop
USA,Gaby Dellal,Drama,3 Generations,5.6,Naomi Watts,Nikole Beckwith,Flop
USA,Andy Fickman,Action,Paul Blart: Mall Cop 2,4.4,Kevin James,Kevin James,Flop
USA,Steve Pink,Comedy,Hot Tub Time Machine 2,5.1,Rob Corddry,Josh Heald,Flop
USA,Gregory Plotkin,Horror,Paranormal Activity: The Ghost Dimension,4.6,Chris J. Murray,Jason Pagan,Flop
USA,Spike Lee,Comedy,Chi-Raq,5.7,Nick Cannon,Kevin Willmott,Flop
USA,Anna Boden,Comedy,Mississippi Grind,6.3,Ben Mendelsohn,Anna Boden,Average
USA,Ken Scott,Comedy,Unfinished Business,5.4,Vince Vaughn,Steve Conrad,Flop
USA,Peter Sollett,Biography,Freeheld,6.5,Julianne Moore,Ron Nyswaner,Average
USA,James Ponsoldt,Biography,The End of the Tour,7.3,Jason Segel,Donald Margulies,Hit
USA,Michael Almereyda,Biography,Experimenter,6.6,John Palladino,Michael Almereyda,Average
USA,Jon Watts,Crime,Cop Car,6.3,Kevin Bacon,Jon Watts,Average
USA,Lorene Scafaria,Comedy,The Meddler,6.3,Susan Sarandon,Lorene Scafaria,Average
USA,Barry Levinson,Comedy,Rock the Kasbah,5.5,Bill Murray,Mitch Glazer,Flop
USA,Brett Haley,Comedy,I'll See You in My Dreams,6.7,Blythe Danner,Marc Basch,Average
USA,Mark Neveldine,Horror,The Vatican Tapes,5.1,Olivia Taylor Dudley,Christopher Borrelli,Flop
USA,Michael Polish,Drama,90 Minutes in Heaven,4.7,Kate Bosworth,Michael Polish,Flop
USA,Ana Lily Amirpour,Drama,The Bad Batch,5.4,Suki Waterhouse,Ana Lily Amirpour,Flop
USA,Justin Kurzel,Action,Assassin's Creed,5.9,Michael Fassbender,Michael Lesslie,Flop
USA,Damien Chazelle,Comedy,La La Land,8.2,Ryan Gosling,Damien Chazelle,Hit
USA,David Ayer,Action,Suicide Squad,6.2,Will Smith,David Ayer,Average
USA,Garth Jennings,Animation,Sing,7.1,Matthew McConaughey,Garth Jennings,Hit
USA,Ron Clements,Animation,Moana,7.6,Auli'i Cravalho,Jared Bush,Hit
USA,Antoine Fuqua,Action,The Magnificent Seven,6.9,Denzel Washington,Akira Kurosawa,Average
USA,Gavin O'Connor,Action,The Accountant,7.4,Ben Affleck,Bill Dubuque,Hit
USA,James Gray,Adventure,The Lost City of Z,6.6,Charlie Hunnam,James Gray,Average
USA,Tom Ford,Crime,Nocturnal Animals,7.5,Amy Adams,Tom Ford,Hit
USA,Theodore Melfi,Biography,Hidden Figures,7.8,Taraji P. Henson,Allison Schroeder,Hit
USA,Denis Villeneuve,Drama,Arrival,8,Amy Adams,Eric Heisserer,Hit
USA,Mike Mitchell,Animation,Trolls,6.5,Anna Kendrick,Jonathan Aibel,Average
USA,Gareth Edwards,Action,Rogue One,7.9,Felicity Jones,Chris Weitz,Hit
USA,Tim Miller,Action,Deadpool,8,Ryan Reynolds,Rhett Reese,Hit
USA,Morten Tyldum,Adventure,Passengers,7,Jennifer Lawrence,Jon Spaihts,Hit
USA,Zack Snyder,Action,Batman v Superman: Dawn of Justice,6.6,Ben Affleck,Chris Terrio,Average
USA,Justin Lin,Action,Star Trek Beyond,7.1,Chris Pine,Simon Pegg,Hit
USA,Scott Derrickson,Action,Doctor Strange,7.5,Benedict Cumberbatch,Jon Spaihts,Hit
USA,Anthony Russo,Action,Captain America: Civil War,7.9,Chris Evans,Christopher Markus,Hit
USA,Tate Taylor,Crime,The Girl on the Train,6.5,Emily Blunt,Erin Cressida Wilson,Average
USA,Bryan Singer,Action,X-Men: Apocalypse,7,James McAvoy,Simon Kinberg,Hit
USA,Kenneth Lonergan,Drama,Manchester by the Sea,7.9,Casey Affleck,Kenneth Lonergan,Hit
USA,Byron Howard,Animation,Zootopia,8,Ginnifer Goodwin,Byron Howard,Hit
USA,Barry Jenkins,Drama,Moonlight,7.5,Mahershala Ali,Barry Jenkins,Hit
USA,Fede Alvarez,Crime,Don't Breathe,7.2,Stephen Lang,Fede Alvarez,Hit
USA,David Mackenzie,Crime,Hell or High Water,7.6,Chris Pine,Taylor Sheridan,Hit
USA,Robert Schwentke,Action,Allegiant,5.7,Shailene Woodley,Noah Oppenheim,Flop
USA,Martin Scorsese,Adventure,Silence,7.2,Andrew Garfield,Jay Cocks,Hit
USA,Kelly Fremon Craig,Comedy,The Edge of Seventeen,7.4,Hailee Steinfeld,Kelly Fremon Craig,Hit
USA,John Lee Hancock,Biography,The Founder,7.2,Michael Keaton,Robert D. Siegel,Hit
USA,Anna Foerster,Action,Underworld: Blood Wars,5.8,Kate Beckinsale,Cory Goodman,Flop
USA,Stephen Gaghan,Adventure,Gold,6.7,Matthew McConaughey,Patrick Massett,Average
USA,Shane Black,Comedy,The Nice Guys,7.4,Russell Crowe,Shane Black,Hit
USA,Clint Eastwood,Biography,Sully,7.5,Tom Hanks,Todd Komarnicki,Hit
USA,Jon Lucas,Comedy,Bad Moms,6.2,Mila Kunis,Jon Lucas,Average
USA,Gore Verbinski,Drama,A Cure for Wellness,6.4,Dane DeHaan,Justin Haythe,Average
USA,Yimou Zhang,Action,The Great Wall,6,Matt Damon,Carlo Bernard,Average
USA,Todd Phillips,Comedy,War Dogs,7.1,Jonah Hill,Stephen Chin,Hit
USA,John Hamburg,Comedy,Why Him?,6.3,Zoey Deutch,John Hamburg,Average
USA,Ben Affleck,Action,Live by Night,6.4,Ben Affleck,Ben Affleck,Average
USA,Alex Proyas,Action,Gods of Egypt,5.4,Brenton Thwaites,Matt Sazama,Flop
USA,Greg Mottola,Action,Keeping Up with the Joneses,5.8,Zach Galifianakis,Michael LeSieur,Flop
USA,Greg Tiernan,Animation,Sausage Party,6.2,Seth Rogen,Kyle Hunter,Average
USA,David Frankel,Drama,Collateral Beauty,6.8,Will Smith,Allan Loeb,Average
USA,Matt Ross,Comedy,Captain Fantastic,7.9,Viggo Mortensen,Matt Ross,Hit
USA,Ron Howard,Action,Inferno,6.2,Tom Hanks,Dan Brown,Average
USA,Paul Feig,Action,Ghostbusters,5.3,Melissa McCarthy,Katie Dippold,Flop
USA,Dan Trachtenberg,Drama,10 Cloverfield Lane,7.2,John Goodman,Josh Campbell,Hit
USA,Henry Joost,Adventure,Nerve,6.6,Emma Roberts,Jeanne Ryan,Average
USA,Jake Szymanski,Adventure,Mike and Dave Need Wedding Dates,6,Zac Efron,Andrew Jay Cohen,Average
USA,Jaume Collet-Serra,Drama,The Shallows,6.3,Blake Lively,Anthony Jaswinski,Average
USA,Denzel Washington,Drama,Fences,7.2,Denzel Washington,August Wilson,Hit
USA,Greg McLean,Action,The Belko Experiment,6.1,John Gallagher Jr.,James Gunn,Average
USA,David F. Sandberg,Horror,Lights Out,6.4,Teresa Palmer,Eric Heisserer,Average
USA,Kelly Reichardt,Drama,Certain Women,6.5,Michelle Williams,Kelly Reichardt,Average
USA,Andrew Stanton,Animation,Finding Dory,7.4,Ellen DeGeneres,Andrew Stanton,Hit
USA,Cedric Nicolas-Troyan,Action,The Huntsman: Winter's War,6.1,Chris Hemsworth,Evan Spiliotopoulos,Average
USA,Roland Emmerich,Action,Independence Day: Resurgence,5.3,Liam Hemsworth,Nicolas Wright,Flop
USA,Rawson Marshall Thurber,Action,Central Intelligence,6.3,Dwayne Johnson,Ike Barinholtz,Average
USA,Luke Scott,Action,Morgan,5.8,Kate Mara,Seth W. Owen,Flop
USA,Burr Steers,Action,Pride and Prejudice and Zombies,5.8,Lily James,Burr Steers,Flop
USA,Timur Bekmambetov,Action,Ben-Hur,5.7,Jack Huston,Lew Wallace,Flop
USA,Ariel Vromen,Action,Criminal,6.3,Kevin Costner,Douglas Cook,Average
USA,Susan Johnson,Comedy,Carrie Pilby,6.6,Bel Powley,Kara Holden,Average
USA,Dan Mazer,Comedy,Dirty Grandpa,6,Robert De Niro,John Phillips,Average
USA,Nicholas Stoller,Animation,Storks,6.8,Andy Samberg,Nicholas Stoller,Average
USA,Jared Hess,Action,Masterminds,5.8,Zach Galifianakis,Chris Bowman,Flop
USA,Dan Kwan,Adventure,Swiss Army Man,7,Paul Dano,Daniel Scheinert,Hit
USA,J Blakeson,Action,The 5th Wave,5.2,ChloÃ« Grace Moretz,Susannah Grant,Flop
USA,Ross Katz,Drama,The Choice,6.6,Benjamin Walker,Bryan Sipe,Average
USA,Dave Green,Action,Teenage Mutant Ninja Turtles: Out of the Shadows,6,Megan Fox,Josh Appelbaum,Average
USA,Mike Flanagan,Horror,Ouija: Origin of Evil,6.1,Elizabeth Reaser,Mike Flanagan,Average
USA,Nicholas Stoller,Comedy,Neighbors 2: Sorority Rising,5.7,Seth Rogen,Andrew Jay Cohen,Flop
USA,Travis Knight,Animation,Kubo and the Two Strings,7.8,Charlize Theron,Marc Haimes,Hit
USA,John Hillcoat,Action,Triple 9,6.3,Casey Affleck,Matt Cook,Average
USA,William Brent Bell,Horror,The Boy,6,Lauren Cohan,Stacey Menear,Average
USA,Ben Younger,Biography,Bleed for This,6.8,Miles Teller,Ben Younger,Average
USA,Woody Allen,Comedy,CafÃ© Society,6.7,Jesse Eisenberg,Woody Allen,Average
USA,James Bobin,Adventure,Alice Through the Looking Glass,6.2,Mia Wasikowska,Linda Woolverton,Average
USA,Jeff Nichols,Drama,Midnight Special,6.7,Michael Shannon,Jeff Nichols,Average
USA,Jim Jarmusch,Comedy,Paterson,7.4,Adam Driver,Jim Jarmusch,Hit
USA,James DeMonaco,Action,The Purge: Election Year,6,Frank Grillo,James DeMonaco,Average
USA,Mike Thurmeier,Animation,Ice Age: Collision Course,5.7,Ray Romano,Michael J. Wilson,Flop
USA,Ben Stiller,Comedy,Zoolander 2,4.7,Ben Stiller,Justin Theroux,Flop
USA,Richard Linklater,Comedy,Everybody Wants Some!!,7,Blake Jenner,Richard Linklater,Hit
USA,Chris Wedge,Action,Monster Trucks,5.7,Lucas Till,Derek Connolly,Flop
USA,Philippe Falardeau,Biography,Chuck,6.5,Elisabeth Moss,Jeff Feuerzeig,Average
USA,Josh Gordon,Comedy,Office Christmas Party,5.8,Jason Bateman,Justin Malen,Flop
USA,Mike Mills,Comedy,20th Century Women,7.4,Annette Bening,Mike Mills,Hit
USA,Steven Spielberg,Adventure,The BFG,6.4,Mark Rylance,Melissa Mathison,Average
USA,Craig Gillespie,Action,The Finest Hours,6.8,Chris Pine,Scott Silver,Average
USA,Akiva Schaffer,Comedy,Popstar: Never Stop Never Stopping,6.7,Andy Samberg,Andy Samberg,Average
USA,Christian Ditter,Comedy,How to Be Single,6.1,Dakota Johnson,Abby Kohn,Average
USA,J.D. Dillard,Action,Sleight,5.9,Jacob Latimore,J.D. Dillard,Flop
USA,Taylor Hackford,Comedy,The Comedian,5.7,Robert De Niro,Art Linson,Flop
USA,David Lowery,Action,Pete's Dragon,6.7,Bryce Dallas Howard,David Lowery,Average
USA,Jodie Foster,Crime,Money Monster,6.5,George Clooney,Jamie Linden,Average
USA,Gary Ross,Action,Free State of Jones,6.9,Matthew McConaughey,Gary Ross,Average
USA,Robin Swicord,Drama,Wakefield,6.4,Bryan Cranston,E.L. Doctorow,Average
USA,Garry Marshall,Comedy,Mother's Day,5.6,Jennifer Aniston,Anya Kochoff,Flop
USA,Warren Beatty,Comedy,Rules Don't Apply,5.7,Lily Collins,Warren Beatty,Flop
USA,Phillip Guzman,Horror,Dead Awake,4.6,Jocelin Donahue,Jeffrey Reddick,Flop
USA,Ricardo de Montreuil,Adventure,Lowriders,5.7,Gabriel Chavarria,Elgin James,Flop
USA,Tyler Perry,Comedy,Boo! A Madea Halloween,4.7,Tyler Perry,Tyler Perry,Flop
USA,Ti West,Action,In a Valley of Violence,6,Ethan Hawke,Ti West,Average
USA,Jason Zada,Horror,The Forest,4.8,Natalie Dormer,Nick Antosca,Flop
USA,Glenn Ficarra,Biography,Whiskey Tango Foxtrot,6.6,Tina Fey,Robert Carlock,Average
USA,Sarah Adina Smith,Drama,Buster's Mal Heart,5.9,Rami Malek,Sarah Adina Smith,Flop
USA,Nate Parker,Biography,The Birth of a Nation,6.3,Nate Parker,Nate Parker,Average
USA,Peter Atencio,Action,Keanu,6.3,Keegan-Michael Key,Jordan Peele,Average
USA,Patricia Riggen,Biography,Miracles from Heaven,7,Jennifer Garner,Christy Beam,Hit
USA,Elizabeth Wood,Drama,White Girl,5.8,Morgan Saylor,Elizabeth Wood,Flop
USA,Ben Falcone,Comedy,The Boss,5.4,Melissa McCarthy,Melissa McCarthy,Flop
USA,Mark Waters,Comedy,Bad Santa 2,5.5,Billy Bob Thornton,Johnny Rosenthal,Flop
USA,Bank Tangjaitrong,Adventure,Till We Meet Again,6.9,John Matton,John Matton,Average
USA,Bruce Beresford,Comedy,Mr. Church,7.7,Eddie Murphy,Susan McMartin,Hit
USA,Deon Taylor,Comedy,Meet the Blacks,6,Mike Epps,Nicole DeMasi,Average
USA,Justin Kelly,Crime,King Cobra,5.6,Garrett Clayton,Justin Kelly,Flop
USA,D.J. Caruso,Drama,The Disappointments Room,3.9,Kate Beckinsale,Wentworth Miller,Flop
USA,Kirk Jones,Comedy,My Big Fat Greek Wedding 2,6,Nia Vardalos,Nia Vardalos,Average
USA,David E. Talbert,Comedy,Almost Christmas,6,Kimberly Elise,David E. Talbert,Average
USA,Brad Peyton,Horror,Incarnate,5.2,Aaron Eckhart,Ronnie Christensen,Flop
USA,Joshua Marston,Drama,Complete Unknown,5.4,Erin Darke,Joshua Marston,Flop
USA,James Schamus,Drama,Indignation,6.8,Logan Lerman,Philip Roth,Average
USA,Greg McLean,Horror,The Darkness,4.4,Kevin Bacon,Greg McLean,Flop
USA,John Krasinski,Comedy,The Hollars,6.5,Sharlto Copley,Jim Strouse,Average
USA,Steve Carr,Animation,Middle School: The Worst Years of My Life,6.1,Griffin Gluck,Chris Bowman,Average
USA,Andrew Neel,Drama,Goat,5.7,Ben Schnetzer,David Gordon Green,Flop
USA,Anna Biller,Comedy,The Love Witch,6.2,Samantha Robinson,Anna Biller,Average
USA,Kevin Reynolds,Action,Risen,6.3,Joseph Fiennes,Kevin Reynolds,Average
USA,Paul Duddridge,Drama,Mothers and Daughters,4.9,Selma Blair,Paige Cameron,Flop
USA,Sam Liu,Animation,Batman: The Killing Joke,6.5,Kevin Conroy,Brian Azzarello,Average
USA,Nicolas Pesce,Drama,The Eyes of My Mother,6.2,Kika MagalhÃ£es,Nicolas Pesce,Average
UK,Oliver Stone,Drama,Platoon,8.1,Charlie Sheen,Oliver Stone,Hit
UK,Jim Henson,Adventure,Labyrinth,7.4,David Bowie,Dennis Lee,Hit
UK,Russell Mulcahy,Action,Highlander,7.2,Christopher Lambert,Gregory Widen,Hit
UK,Roland JoffÃ©,Adventure,The Mission,7.5,Robert De Niro,Robert Bolt,Hit
UK,Alex Cox,Biography,Sid and Nancy,7.1,Gary Oldman,Alex Cox,Hit
UK,David Anspaugh,Drama,Hoosiers,7.6,Gene Hackman,Angelo Pizzo,Hit
UK,Jimmy T. Murakami,Animation,When the Wind Blows,7.8,Peggy Ashcroft,Raymond Briggs,Hit
UK,Kevin Tenney,Horror,Witchboard,5.7,Todd Allen,Kevin Tenney,Flop
UK,Trevor Nunn,Biography,Lady Jane,7.2,Helena Bonham Carter,Chris Bryant,Hit
UK,Ken Russell,Horror,Gothic,5.7,Gabriel Byrne,Lord Byron,Flop
UK,Neil Jordan,Crime,Mona Lisa,7.4,Bob Hoskins,Neil Jordan,Hit
UK,Nicolas Roeg,Adventure,Castaway,6,Oliver Reed,Lucy Irvine,Average
UK,Derek Jarman,Biography,Caravaggio,6.7,Noam Almaz,Derek Jarman,Average
UK,Christopher Morahan,Comedy,Clockwise,6.6,John Cleese,Michael Frayn,Average
UK,Jim Goddard,Adventure,Shanghai Surprise,3.1,Sean Penn,John Kohn,Flop
UK,Julien Temple,Drama,Absolute Beginners,5.6,Patsy Kensit,Colin MacInnes,Flop
UK,John Hough,Adventure,Biggles: Adventures in Time,5.8,Neil Dickson,W.E. Johns,Flop
UK,Richard Franklin,Horror,Link,5.9,Terence Stamp,Lee David Zlotoff,Flop
UK,Bob Swaim,Thriller,Half Moon Street,5.4,Sigourney Weaver,Edward Behr,Flop
UK,David Drury,Thriller,Defense of the Realm,6.6,Gabriel Byrne,Martin Stellman,Average
UK,Simon Langton,Thriller,The Whistle Blower,6.2,Michael Caine,Julian Bond,Average
UK,Raju Patel,Action,In the Shadow of Kilimanjaro,5.1,John Rhys-Davies,T. Michael Harry,Flop
UK,Zoran Perisic,Action,Sky Bandits,4.6,Scott McGinnis,Thom Keyes,Flop
UK,Charles Gormley,Comedy,The Gospel According to Vic,6.1,Tom Conti,Charles Gormley,Average
UK,Clive Barker,Horror,Hellraiser,7,Andrew Robinson,Clive Barker,Hit
UK,Stanley Kubrick,Drama,Full Metal Jacket,8.3,Matthew Modine,Gustav Hasford,Hit
UK,John Glen,Action,The Living Daylights,6.7,Timothy Dalton,Richard Maibaum,Average
UK,Alan Parker,Horror,Angel Heart,7.3,Mickey Rourke,William Hjortsberg,Hit
UK,Bernardo Bertolucci,Biography,The Last Emperor,7.8,John Lone,Mark Peploe,Hit
UK,James Ivory,Drama,Maurice,7.7,James Wilby,E.M. Forster,Hit
UK,Bruce Robinson,Comedy,Withnail & I,7.8,Richard E. Grant,Bruce Robinson,Hit
UK,Sidney J. Furie,Action,Superman IV: The Quest for Peace,3.6,Christopher Reeve,Joe Shuster,Flop
UK,Alan Clarke,Comedy,"Rita, Sue and Bob Too",6.4,Siobhan Finneran,Andrea Dunbar,Average
UK,Joseph Ruben,Horror,The Stepfather,6.8,Terry O'Quinn,Carolyn Lefcourt,Average
UK,Robert Altman,Comedy,Aria,5.8,John Hurt,Robert Altman,Flop
UK,Richard Attenborough,Biography,Cry Freedom,7.5,Denzel Washington,John Briley,Hit
UK,John Mackenzie,Thriller,The Fourth Protocol,6.5,Michael Caine,George Axelrod,Average
UK,John Boorman,Comedy,Hope and Glory,7.4,Sarah Miles,John Boorman,Hit
UK,Stephen Frears,Biography,Prick Up Your Ears,7.4,Gary Oldman,Alan Bennett,Hit
UK,Mike Hodges,Action,A Prayer for the Dying,6.4,Mickey Rourke,Jack Higgins,Average
UK,Michael Radford,Crime,White Mischief,6.3,Sarah Miles,James Fox,Average
UK,John Huston,Drama,The Dead,7.4,Anjelica Huston,Tony Huston,Hit
UK,David Leland,Comedy,Wish You Were Here,6.8,Emily Lloyd,David Leland,Average
UK,Peter Greenaway,Drama,The Belly of an Architect,7,Brian Dennehy,Peter Greenaway,Hit
UK,Alex Cox,Action,Straight to Hell,5.8,Sy Richardson,Alex Cox,Flop
UK,David Hugh Jones,Biography,84 Charing Cross Road,7.5,Anne Bancroft,Helene Hanff,Hit
UK,Tony Bill,Crime,Five Corners,6.3,Jodie Foster,John Patrick Shanley,Average
UK,Wayne Wang,Mystery,Slam Dance,5.3,Tom Hulce,Don Keith Opper,Flop
